organization_id,phone,name,email,address,city,country
37580,+16508702006,,peering@rocix.net,,,
723,+370 5 274 5444,,helpdesk@balt.net,,,
82666,None,,noc@sbg-ix.net,,,
74474,,,noc@kamel.network,,,
74474,,,peering@kamel.network,,,
74474,+46 768 68 49 73,,noc@sonix.network,,,
74474,noc@sonix.network,,noc@sonix.network,,,
76549,+5595981113320,,roberto@mprr.mp.br,,,
82253,,,support@septemberix.com,,,
75054,,NOC,noc@august.tw,,,
75054,,,noc@lambda-ix.net,,,
157,+7(495)737-4232,,,,,
157,+7(495)737-4232,,support@ix.ru,,,
158,+7(495)737-4232,,,,,
158,+7(495)737-4232,,support@ix.ru,,,
88873,+555 1 555 1234,,noc@fix-berlin.net,,,
88873,noc@fix-berlin.net,,noc@fix-berlin.net,,,
82741,+1 111 555 5555,,provisioning@onix.cx,,,
82741,+1 111 555 5555,,no-reply@onix.cx,,,
572,,,support@linx.net,,,
72537,+1 303 848 3737,,noc@denverix.com,,,
72537,noc@denverix.com,,noc@denverix.com,,,
78714,+12127966914,,support@de-cix.net,,,
78714,+12127966914,,sales@de-cix.net,,,
45705,+14192613268,,noc@ohioix.net,,,
45705,555-555-1212,,treasurer@ohioix.net,,,
81997,,,salvador@peruix.net,,,
70549,,,info@vixp.org,,,
78743,+39 06 44486380,,noc@namex.it,,,
78743,+39 06 44486350,,noc@namex.it,,,
74652,"+503 7319-6983, +503 2223-5016",,noreply@ixsal.sv,,,
74652,soporte@ixsal.sv,,noreply@ixsal.sv,,,
13618,+60383200000,,noc@jbix.my,,,
13618,noc@jbix.my,,noc@jbix.my,,,
13618,+603 9212 5961,,support@de-cix.my,,,
78773,,,noc@era-ix.com,,,
78773,,,sales@era-ix.com,,,
70595,+31(0)887378300,,noc@speed-ix.net,,,
70595,+31(0)887378374,,noc@speed-ix.net,,,
70595,+31(0)88737899,,peering@speed-ix.net,,,
70595,+31(0)887378399,,peering@speed-ix.net,,,
70595,+31(0)88 737 83 99,,noc@speed-ix.net,,,
70595,+31(0)88 737 83 99,,peering@speed-ix.net,,,
84940,+61899999999,,noc@edgeix.net,,,
84940,noc@edgeix.net,,noc@edgeix.net,,,
604,+9242111432432,,noc@corp.nexlinx.net.pk,,,
604,noc@corp.nexlinx.net.pk,,noc@corp.nexlinx.net.pk,,,
201,,,ixpdb@stuttgart-ix.de,,,
91102,+265 999 708 883,,peering@lionex.org,,,
613,+353 1 531 3339,,operations@inex.ie,,,
613,+353 1 4332052,,accounts@inex.ie,,,
72720,,Policy,noc@frys-ix.net,,,
72720,,Tech,noc@frys-ix.net,,,
72720,+31516237000,,noc@frys-ix.net,,,
72718,+62 8994605501,,support@jinom.net,,,
617,+27 11 573 2800,,nap@teraco.co.za,,,
617,5555,,nap@teraco.co.za,,,
617,+27 11 573 2800,,ix@napafrica.net,,,
617,5555,,ix@napafrica.net,,,
616,+27 11 573 2800,,nap@teraco.co.za,,,
616,5555,,nap@teraco.co.za,,,
616,+27 11 573 2800,,ix@napafrica.net,,,
616,5555,,ix@napafrica.net,,,
615,+61 7 3062 7601,,support@megaport.com,,,
68656,+917045951002,,techsupport@de-cix.in,,,
68656,+919868477444,,operations@de-cix.in,,,
68656,+917045951002,,techsupport@mumbai-ix.net,,,
68656,techsupport@mumbai-ix.net,,techsupport@mumbai-ix.net,,,
68656,techsupport@de-cix.in,,techsupport@de-cix.in,,,
17461,+55 42 3220 3434,,ix@uepg.br,,,
78910,,,keith@apcs.com.pg,,,
78911,,,keith@apcs.com.pg,,,
83,"Australia:1300 653 132, international: +61 89200 6141",,support@ix.asn.au,,,
83,"Australia:1300 653 132, International: +61 89200 6141",,accounts@ix.asn.au,,,
83,"Australia:1300 793 320, International: +61 89200 4980",,noc@ix.asn.au,,,
83,"Australia: 1300 653 132, International: +61 89200 6141",,support@ix.asn.au,,,
83,"Australia: 1300 653 132, International: +61 89200 6141",,accounts@ix.asn.au,,,
83,"Australia: 1300 793 320, International: +61 89200 4980",,noc@ix.asn.au,,,
78912,,,keith@apcs.com.pg,,,
11338,+30 210-7474274,,noc@gr-ix.gr,,,
11339,+30 210-7474274,,noc@gr-ix.gr,,,
17504,+595983463725,,noreply@ix.py,,,
17504,noc@ix.py,,noreply@ix.py,,,
69017,+40 371 700 234,,noc@ropnix.com,,,
69017,noc@ropnix.com,,noc@ropnix.com,,,
69017,+40 371 700 234,,ix@layerbridge.com,,,
69017,noc@ropnix.com,,ix@layerbridge.com,,,
69019,+61 2 8880 0240,,ix@interaus.com.au,,,
69019,+61 2 8880 0240,,noc@interaus.com.au,,,
69020,+61 2 8880 0240,,ix@interaus.com.au,,,
69020,+61 2 8880 0240,,noc@interaus.com.au,,,
70781,+1 602 935 9850,,noc@48ix.net,,,
70781,+1 602 935 9850,,ar@48ix.net,,,
69021,+61 2 8880 0240,,ix@interaus.com.au,,,
69021,+61 2 8880 0240,,noc@interaus.com.au,,,
70952,+1 212 796 6914,,support@de-cix.net,,,
81128,,,peering@sbix.ch,,,
81128,,,sales@securebit.ch,,,
72835,55 5211 3060,,noreply@ixp.mx,,,
72835,noc@cudi.edu.mx,,noreply@ixp.mx,,,
69022,+61 2 8880 0240,,ix@interaus.com.au,,,
69022,+61 2 8880 0240,,noc@interaus.com.au,,,
97419,+555 1 555 555,,soporte@pitdominicano.com,,,
97419,+555 1 555 555,,ventas@pitdominicano.com,,,
231,+7(495)737-4232,,,,,
231,+7(495)737-4232,,support@ix.ru,,,
23738,+61899999999,,noc@edgeix.net,,,
23738,noc@edgeix.net,,noc@edgeix.net,,,
23739,+61899999999,,noc@edgeix.net,,,
23739,noc@edgeix.net,,noc@edgeix.net,,,
11439,,Bryce Wilson,bryce@thenetworknerds.ca,"4072 Quadra St, Victoria, BC",Fremont,US
11439,,,helpdesk@evix.org,,,
23737,+61899999999,,noc@edgeix.net,,,
23737,noc@edgeix.net,,noc@edgeix.net,,,
17603,+5255 5211-3060,,noc.ixp@ixp.mx,,,
17603,noc.ixp@ixp.mx,,noc.ixp@ixp.mx,,,
78397,,,noc@skywolftech.net,,,
71886,+1 602 688-6414,,ixp@portal.ninja-ix.net,,,
71886,peering@ninja-ix.net,,ixp@portal.ninja-ix.net,,,
71886,+1 602 688-6414,,ixp@ops.ninja-ix.net,,,
71886,peering@ninja-ix.net,,ixp@ops.ninja-ix.net,,,
71886,+1 602 688 6414,,peering@ninja-ix.net,,,
71886,peering@ninja-ix.net,,peering@ninja-ix.net,,,
71886,+1 602 688 6414,,ixp@ninja-ix.net,,,
71886,peering@ninja-ix.net,,ixp@ninja-ix.net,,,
72297,+603 9212 5961,,support@de-cix.my,,,
81123,+380442013136,,noc@giganet.ua,,,
81124,+380442013136,,noc@giganet.ua,,,
72298,+603 9212 5961,,support@de-cix.my,,,
81129,,,noc-int@te.eg,,,
81129,+201555201209,,ahmad.abdallah@te.eg,,,
81130,+573238029009,,salvador@pitcolombia.net,,,
81133,,,contact@sbh-ix.fr,,,
81133,+590 590 29 80 40,,contact@sbh-ix.fr,,,
81133,contact@sbh-ix.fr,,contact@sbh-ix.fr,,,
81131,+27115732800,,nap@teraco.co.za,,,
81134,+18002652461,,peering@dartpoints.com,,,
81134,+18002652461,,netops@dartpoints.com,,,
81134,+18882577462,,info@dartpoints.com,,,
81135,+18002652461,,peering@dartpoints.com,,,
81136,+18002652461,,peering@dartpoints.com,,,
81137,+5595991272539,,peering@ixrr.com.br,,,
81140,,,noc@kskb.eu.org,,,
81138,+17674400627,,info@danix.dm,,,
70900,+44 203 514 3632,,support@ncl-ix.uk,,,
15622,+1 111 555 5555,,support@x3me.net,,,
15622,+91 1141236699,,support@x3me.net,,,
15623,+1 111 555 5555,,support@x3me.net,,,
15623,+91 1141236699,,support@x3me.net,,,
15624,+1 111 555 5555,,support@x3me.net,,,
15624,+91 1141236699,,support@x3me.net,,,
82075,,,peering@pix.my.id,,,
72992,+590590432100,,noc@idncom.fr,,,
666,+1 206-367-4320,,info@seattleix.net,,,
666,+1 206-367-4320,,noc@seattleix.net,,,
82076,+966920007537,,support@saix.sa,,,
82076,+966920007537,,info@saix.sa,,,
68918,+61 2 8880 0240,,noc@vnpdigital.com,,,
68918,noc@vnpdigital.com,,noc@vnpdigital.com,,,
68918,+61 2 8880 0240,,ix@interaus.com.au,,,
68918,+61 2 8880 0240,,noc@interaus.com.au,,,
68919,+908502502552,,trix@chronos.com.tr,,,
68919,trix@chronos.com.tr,,trix@chronos.com.tr,,,
677,+7(495)737-4232,,,,,
677,+7(495)737-4232,,support@ix.ru,,,
83288,+6531058405,,noc@digitaledgedc.com,,,
83289,+62315482700,,support@omadata.com,,,
83294,+951652280,,noc@mm-ix.net,,,
83293,+62811662925,,noc@sumix.net,,,
73951,+4968194610,,info@saarcix.de,,,
83299,,,noc@mdcdatacenters.com,,,
83300,,,wjy@wjy.me,,,
17770,,,support@eurasiapeering.ru,,,
17770,,,sales@eurasiapeering.ru,,,
50596,+64 9888 9221,,support@ix.nz,,,
50596,+64 9888 9221,,accounts@ix.nz,,,
50596,+64 9888 9221,,noc@ix.nz,,,
69023,+61 2 8880 0240,,ix@interaus.com.au,,,
69023,+61 2 8880 0240,,noc@interaus.com.au,,,
69024,+61 2 8880 0240,,ix@interaus.com.au,,,
69024,+61 2 8880 0240,,noc@interaus.com.au,,,
15806,,,noc@nlocix.net,,,
15806,noc@nlocix.net,,noc@nlocix.net,,,
15806,,,no-reply@locix.online,,,
15806,noc@locix.online,,no-reply@locix.online,,,
699,+46 709 968815,,portal@sthix.net,,,
700,+46 709 968815,,portal@sthix.net,,,
78043,+44 3333 402040,,support@rapidix.net,,,
15838,+4954191532660,,noc@locix.online,,,
15838,noc@locix.online,,noc@locix.online,,,
15838,+4954191532660,,no-reply@locix.online,,,
15838,noc@locix.online,,no-reply@locix.online,,,
13792,+49 69 1730 902 11,,support@de-cix.net,,,
78047,+78126483888,,noc@piter-ix.ru,,,
96364,,Salvador Vaquero,salvador.vaquero@neutralnetworks.mx,,,
96364,+52 81 2165 8060,,noc@nixnetwork.mx,,,
96364,noc@nixetwork.mx,,noc@nixnetwork.mx,,,
96364,+52 81 2165 8060,,gestion@nixnetwork.mx,,,
78048,,,noc@piter-ix.eu,,,
78044,+46 768 68 49 73,,noc@sonix.network,,,
78044,noc@sonix.network,,noc@sonix.network,,,
78050,,,noc@piter-ix.ru,,,
69107,+1 (915) 800-7107,,admin@skyix.net,,,
69107,+1 (915) 800-7107,,noc@skyix.net,,,
71159,+22676451414,,noc@bfix.bf,,,
71159,noc@bfix.bf,,noc@bfix.bf,,,
11780,+975 77889977,,admin@btix.bt,,,
44574,+447563552677,,noc@nixbd.net,,,
44574,noc@nixbd.net,,noc@nixbd.net,,,
75299,+593982450062/+593992305407,,noc@aprosva.ec,,,
75299,noc@aprosva.ec,,noc@aprosva.ec,,,
71203,+49 69 1730902 11,,support@ruhr-cix.net,,,
91692,+64 9888 9221,,support@ix.nz,,,
91692,+64 9888 9221,,accounts@ix.nz,,,
91692,+64 9888 9221,,noc@ix.nz,,,
76180,+917065000924,,support@ix.surajnetwork.com,,,
69189,+1 318 523 1435,,ix42@ix42.org,,,
84579,+886 920 498 225,,mailer@ixpm.stuix.io,,,
84579,noc@stuix.io,,mailer@ixpm.stuix.io,,,
77410,,,support@jpix.ad.jp,,,
77410,,,sales@jpix.ad.jp,,,
77414,,,salvador@pitcolombia.net,,,
77412,,,reseaux@canl.net,,,
77415,+4686414580,,noc@netnod.se,,,
77415,+46856286000,,info@netnod.se,,,
77415,+46856286000,,billing@netnod.se,,,
11892,+996 312 664400,,support@mail.kg,,,
11892,+996 312 664400,,support@sr-ix.asia,,,
85651,+917045951002,,techsupport@de-cix.in,,,
85651,techsupport@de-cix.in,,techsupport@de-cix.in,,,
69301,+4969173090211,,support@de-cix.net,,,
89484,+1 808 909 8292,,noc@f4ix.com,,,
89484,noc@f4ix.com,,noc@f4ix.com,,,
14019,,Ozkan Karakas,ozkan@bgds.bg,Buzludzha no 8 Kapitan Andreevo,Haskovo,BG
91863,981883588,,noc.peru@andespark-ixp.net,,,
91864,+595 0981005001,,noreply@ixcde.com.py,,,
83686,+243819919742,,admin@united.cd,,,
83686,+243819919742,,info@united.cd,,,
79597,+5491152637456,,noc@cabase.org.ar,,,
79597,+5491152637456,,info@cabase.org.ar,,,
83689,+6285155063215,,noc@garuda-ix.com,,,
83687,,,noc@pitcolombia.net,,,
83688,,,noc@pitcolombia.net,,,
79603,,,noc@hoster.ua,,,
84617,+359 886 424 744,,noc@turkix.com.tr,,,
84617,noc@turkix.com.tr,,noc@turkix.com.tr,,,
84617,+359878193232,,noc@turkix.tr,,,
84617,noc@turkix.tr,,noc@turkix.tr,,,
81696,,,tech@ixp-pr.com,,,
81696,,,policy@ixp-pr.com,,,
81698,,,noc@bakker-it.eu,,,
81701,,,noc@banyumasix.id,,,
81701,,,peering@banyumasix.id,,,
81702,,,noc@thescax.net,,,
81702,+1 541-469-1000,,noc@thescax.net,,,
81702,noc@thescax.net,,noc@thescax.net,,,
72011,+1 602 688-6414,,ixp@ops.ninja-ix.net,,,
72011,peering@ninja-ix.net,,ixp@ops.ninja-ix.net,,,
72011,+1 602 688 6414,,peering@ninja-ix.net,,,
72011,peering@ninja-ix.net,,peering@ninja-ix.net,,,
72011,+1 602 688 6414,,ixp@ninja-ix.net,,,
72011,peering@ninja-ix.net,,ixp@ninja-ix.net,,,
69459,,Andrew Gee,hello@cloudsingularity.exchange,,,
69459,+1 604-239-6268,,noc@cloudsingularity.exchange,,,
69459,noc@cloudsingularity.exchange,,noc@cloudsingularity.exchange,,,
69459,+1 604-239-6268,,hello@cloudsingularity.exchange,,,
69459,noc@cloudsingularity.exchange,,hello@cloudsingularity.exchange,,,
83795,+390240915701,,noc@mix-it.net,,,
83795,+390240915701,,info@mix-it.net,,,
83795,,,noc@mix-it.net,,,
71527,+4969173090211,,support@de-cix.net,,,
85866,+18093413000,,noc@stix.do,,,
85866,noc@stix.do,,noc@stix.do,,,
85866,+18093413000,,peering@stix.do,,,
83827,+919264433761,,noc@wsnl-ix.in,,,
83827,+917385851021,,nikhil@wsnl-ix.in,,,
83825,,,noc@siouix.net,,,
83826,,,tech@lusakaixp.co.zm,,,
77692,+81368899257,,"bbix-sales@bbix.net""",,,
36734,+62-811393073,,peering@batamix.net,,,
36734,+62 811 393 073,,peering@batamix.net,,,
36734,+62-811301131,,peering@batamix.net,,,
36734,+62 81130 1131,,noc@batamix.net,,,
36734,noc@batamix.net,,noc@batamix.net,,,
36734,+62 81130 1131,,peering@batamix.net,,,
36734,peering@batamix.net,,peering@batamix.net,,,
77697,+442045773383,,gnoc@icxglobal.net,,,
77697,+442045773383,,peering@icxglobal.net,,,
77698,,,gnoc@icxglobal.net,,,
77698,,,sales@icxglobal.net,,,
77699,,,gnoc@icxglobal.net,,,
77699,,,sales@icxglobal.net,,,
77700,,,gnoc@icxglobal.net,,,
77700,,,peering@icxglobal.net,,,
77700,,,sales@icxglobal.net,,,
77701,,,gnoc@icxglobal.net,,,
77701,,,peering@icxglobal.net,,,
77701,,,sales@icxglobal.net,,,
77702,,,gnoc@icxglobal.net,,,
77702,,,peering@icxglobal.net,,,
77702,,,sales@icxglobal.net,,,
16263,+254 732 614 497,,support@tespok.co.ke,,,
77703,+442045773383,,gnoc@icxglobal.net,,,
77703,+442045773383,,peering@icxglobal.net,,,
77704,+390240925701,,noc@mix-it.net,,,
77704,+390240925701,,info@mix-it.net,,,
77704,,,noc@mix-it.net,,,
86684,+61 7 3062 7601,,support@megaport.com,,,
86683,+61 7 3062 7601,,support@megaport.com,,,
75684,,,support@de-cix.net,,,
75684,,,sales@de-cix.net,,,
75684,+1 212 796 6914,,support@de-cix.net,,,
86686,+61 7 3062 7601,,support@megaport.com,,,
16319,+24104824097,,info@gabix.ga,,,
16319,info@gabix.ga,,info@gabix.ga,,,
85982,+1 877 321 1662,,ixp@accurix.net,,,
85982,+1 877 352 6105,,billing@accurix.net,,,
85982,+1 613 518 4025,,ixp@accurix.net,,,
85982,+1 613 518 4025,,billing@accurix.net,,,
69611,,Brandon Mulligan,brandon@stlix.net,,,
69611,,,noc@stlix.net,,,
69613,,Alessandro Martins,amartins@equinix.com,,,
69612,,Brandon Mulligan,brandon@stlix.net,,,
69614,,Alessandro Martins,amartins@equinix.com,,,
81,+4819333,,cs.pl@orange.com,,,
