"organization_id","phone","name","email","address","city","country"
"77704","+390240925701","","noc@mix-it.net","","",""
"77704","+390240925701","","info@mix-it.net","","",""
"77704","","","noc@mix-it.net","","",""
"83795","+390240915701","","noc@mix-it.net","","",""
"83795","+390240915701","","info@mix-it.net","","",""
"83795","","","noc@mix-it.net","","",""
"90745","","","noc@mix-it.net","","",""
"67","+39 02 4091 5701","","noc@mix-it.net","","",""
"67","+39 02 4091 5701","","finance@mix-it.net","","",""
"67","","","noc@mix-it.net","","",""
"67","+39 02 4091 5701","","sg@mix-it.net","","",""
"83294","+951652280","","noc@mm-ix.net","","",""
"80012","","","peering@moebee.net","","",""
"111","+49 69 1730 902 11","","support@de-cix.net","","",""
"21","+7(495)737-4232","","","","",""
"21","+7(495)737-4232","","support@ix.ru","","",""
"57","+49 69 1730 902 11","","support@de-cix.net","","",""
"57","+49 69 1730 902 0","","billing@de-cix.net","","",""
"72011","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"72011","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"72011","+1 602 688 6414","","peering@ninja-ix.net","","",""
"72011","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"72011","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"72011","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"82077","","","noc@mvixp.org","","",""
"78743","+39 06 44486380","","noc@namex.it","","",""
"78743","+39 06 44486350","","noc@namex.it","","",""
"82252","","","noc@namex.it","","",""
"25","","","noc@namex.it","","",""
"25","+39 06 44486386","","noc@namex.it","","",""
"25","+39 06 44486350","","noc@namex.it","","",""
"25","+39 06 44486380","","noc@namex.it","","",""
"94639","+584146278300","","noc@nap.com.ve","","",""
"94639","+584146278300","","admon@nap.com.ve","","",""
"269","+593 2 225 2495 option 1","","soporte@nap.ec","","",""
"269","","","soporte@nap.ec","","",""
"269","+593 2 2252495","","soporte@nap.ec","","",""
"269","+593 2 2252495","","","","",""
"269","+593 2 225 2495","","soporte@nap.ec","","",""
"217","+593 2 225 2495 option 1","","soporte@nap.ec","","",""
"217","","","soporte@nap.ec","","",""
"217","+593 2 2252495","","soporte@nap.ec","","",""
"217","+593 2 2252495","","","","",""
"217","+593 2 225 2495","","soporte@nap.ec","","",""
"616","+27 11 573 2800","","nap@teraco.co.za","","",""
"616","5555","","nap@teraco.co.za","","",""
"616","+27 11 573 2800","","ix@napafrica.net","","",""
"616","5555","","ix@napafrica.net","","",""
"617","+27 11 573 2800","","nap@teraco.co.za","","",""
"617","5555","","nap@teraco.co.za","","",""
"617","+27 11 573 2800","","ix@napafrica.net","","",""
"617","5555","","ix@napafrica.net","","",""
"76","+27 11 573 2800","","ix@napafrica.net","","",""
"76","5555","","ix@napafrica.net","","",""
"81131","+27115732800","","nap@teraco.co.za","","",""
"76366","","","guchenhui@nnix.cn","","",""
"70900","+44 203 514 3632","","support@ncl-ix.uk","","",""
"338","","","noc@netnod.se","","",""
"338","","","billing@netnod.se","","",""
"338","+46856286000","","info@netnod.se","","",""
"338","+46856286000","","billing@netnod.se","","",""
"338","+4686414580","","noc@netnod.se","","",""
"166","","","noc@netnod.se","","",""
"166","","","billing@netnod.se","","",""
"166","+46856286000","","info@netnod.se","","",""
"166","+46856286000","","billing@netnod.se","","",""
"166","+4686414580","","noc@netnod.se","","",""
"77415","+4686414580","","noc@netnod.se","","",""
"77415","+46856286000","","info@netnod.se","","",""
"77415","+46856286000","","billing@netnod.se","","",""
"208","","","noc@netnod.se","","",""
"208","","","billing@netnod.se","","",""
"208","+46856286000","","info@netnod.se","","",""
"208","+46856286000","","billing@netnod.se","","",""
"208","+4686414580","","noc@netnod.se","","",""
"13","","","noc@netnod.se","","",""
"13","","","billing@netnod.se","","",""
"13","+46856286000","","info@netnod.se","","",""
"13","+46856286000","","billing@netnod.se","","",""
"13","+4686414580","","noc@netnod.se","","",""
"168","","","noc@netnod.se","","",""
"168","","","billing@netnod.se","","",""
"168","+46856286000","","info@netnod.se","","",""
"168","+46856286000","","billing@netnod.se","","",""
"168","+4686414580","","noc@netnod.se","","",""
"44574","+447563552677","","noc@nixbd.net","","",""
"44574","noc@nixbd.net","","noc@nixbd.net","","",""
"23","+420 246 083 470","","nmc@nix.cz","","",""
"23","+420 246 083 460","","billing@nix.cz","","",""
"23","+420 602 149 744","","noc@nix.cz","","",""
"23","+420 246 083 470","","net@nix.cz","","",""
"105","+420 246 083 470","","nmc@nix.cz","","",""
"105","+420 246 083 460","","billing@nix.cz","","",""
"105","+420 602 149 744","","noc@nix.cz","","",""
"105","+420 246 083 470","","net@nix.cz","","",""
"72106","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"72106","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"72106","+1 602 688 6414","","peering@ninja-ix.net","","",""
"72106","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"72106","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"72106","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"10508","","","noc@nnenix.net","","",""
"10508","ops@nnenix.net","","noc@nnenix.net","","",""
"56","+977 1 501 2546","","noc@npix.net.np","","",""
"56","noc@npix.net.np","","noc@npix.net.np","","",""
"157","+7(495)737-4232","","","","",""
"157","+7(495)737-4232","","support@ix.ru","","",""
"415","Australia:1300 653 132, international: +61 89200 6141","","support@ix.asn.au","","",""
"415","Australia:1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"415","Australia:1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"415","Australia: 1300 653 132, International: +61 89200 6141","","support@ix.asn.au","","",""
"415","Australia: 1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"415","Australia: 1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"276","503.914.0700","","noc@nwax.net","","",""
"276","503.914.0700","","finance@nwax.net","","",""
"88","+1 212 796 6914","","support@de-cix.net","","",""
"83289","+62315482700","","support@omadata.com","","",""
"16782","+1 613 555 1234","","noc@ogix.ca","","",""
"16782","noc@ogix.ca","","noc@ogix.ca","","",""
"45705","+14192613268","","noc@ohioix.net","","",""
"45705","555-555-1212","","treasurer@ohioix.net","","",""
"82741","+1 111 555 5555","","provisioning@onix.cx","","",""
"82741","+1 111 555 5555","","no-reply@onix.cx","","",""
"70952","+1 212 796 6914","","support@de-cix.net","","",""
"71858","","","preston@paducahix.net","","",""
"71858","+18553473476","","","","",""
"82075","","","peering@pix.my.id","","",""
"81996","","","salvador@peruix.net","","",""
"81997","","","salvador@peruix.net","","",""
"316","+1 602 688-6414","","ixp@portal.ninja-ix.net","","",""
"316","peering@ninja-ix.net","","ixp@portal.ninja-ix.net","","",""
"316","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"316","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"316","+1 602 688 6414","","peering@ninja-ix.net","","",""
"316","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"316","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"316","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"81130","+573238029009","","salvador@pitcolombia.net","","",""
"83687","","","noc@pitcolombia.net","","",""
"77414","","","salvador@pitcolombia.net","","",""
"83688","","","noc@pitcolombia.net","","",""
"426","+591 70634634","","noreply@pitbolivia.org.bo","","",""
"12679","+78126772525","","support@piter-ix.ru","","",""
"12679","+78126772525","","noc@piter-ix.ru","","",""
"78049","","","noc@piter-ix.ru","","",""
"78048","","","noc@piter-ix.eu","","",""
"78052","+78126483888","","noc@piter-ix.ru","","",""
"78052","+79219708093","","kf@piter-ix.eu","","",""
"78050","","","noc@piter-ix.ru","","",""
"78047","+78126483888","","noc@piter-ix.ru","","",""
"78051","","","noc@piter-ix.ru","","",""
"716","+1 412 945 7045","","noc@pit-ix.net","","",""
"716","+1-412-945-7045","","info@pit-ix.net","","",""
"716","+1 412 945 7045","","ixp@pit-ix.net","","",""
"604","+9242111432432","","noc@corp.nexlinx.net.pk","","",""
"604","noc@corp.nexlinx.net.pk","","noc@corp.nexlinx.net.pk","","",""
"110","+49 69 1730 902 11","","support@de-cix.net","","",""
"78912","","","keith@apcs.com.pg","","",""
"78911","","","keith@apcs.com.pg","","",""
"78910","","","keith@apcs.com.pg","","",""
"76549","+5595981113320","","roberto@mprr.mp.br","","",""
"51501","6122040000","","noc@qcix.net","","",""
"51501","noc@qcix.net","","noc@qcix.net","","",""
"118","","","support@qix.ca","","",""
"118","","","billing@qix.ca","","",""
"413","Australia:1300 653 132, international: +61 89200 6141","","support@ix.asn.au","","",""
"413","Australia:1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"413","Australia:1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"413","Australia: 1300 653 132, International: +61 89200 6141","","support@ix.asn.au","","",""
"413","Australia: 1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"413","Australia: 1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"71885","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"71885","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"71885","+1 602 688 6414","","peering@ninja-ix.net","","",""
"71885","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"71885","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"71885","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"78043","+44 3333 402040","","support@rapidix.net","","",""
"468","+43 664 2118451","","noc@rheintal-ix.net","","",""
"468","noc@rheintal-ix.net","","noc@rheintal-ix.net","","",""
"75684","","","support@de-cix.net","","",""
"75684","","","sales@de-cix.net","","",""
"75684","+1 212 796 6914","","support@de-cix.net","","",""
"71886","+1 602 688-6414","","ixp@portal.ninja-ix.net","","",""
"71886","peering@ninja-ix.net","","ixp@portal.ninja-ix.net","","",""
"71886","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"71886","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"71886","+1 602 688 6414","","peering@ninja-ix.net","","",""
"71886","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"71886","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"71886","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"40","+354 5782030","","rix@rix.is","","",""
"677","+7(495)737-4232","","","","",""
"677","+7(495)737-4232","","support@ix.ru","","",""
"237","+7(495)737-4232","","","","",""
"237","+7(495)737-4232","","support@ix.ru","","",""
"37580","","","peering@whitehat.ro","","",""
"37580","+4901791271141","","peering@whitehat.ro","","",""
"37580","peering@whitehat.ro","","peering@whitehat.ro","","",""
"37580","+447453443240","","peering@rocix.net","","",""
"37580","+16508702006","","peering@rocix.net","","",""
"69017","+40 371 700 234","","noc@ropnix.com","","",""
"69017","noc@ropnix.com","","noc@ropnix.com","","",""
"69017","+40 371 700 234","","ix@layerbridge.com","","",""
"69017","noc@ropnix.com","","ix@layerbridge.com","","",""
"76178","+380982553322","","noc@rudaki.net","","",""
"84617","+359 886 424 744","","noc@turkix.com.tr","","",""
"84617","noc@turkix.com.tr","","noc@turkix.com.tr","","",""
"84617","+359878193232","","noc@turkix.tr","","",""
"84617","noc@turkix.tr","","noc@turkix.tr","","",""
"412","Australia:1300 653 132, international: +61 89200 6141","","support@ix.asn.au","","",""
"412","Australia:1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"412","Australia:1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"412","Australia: 1300 653 132, International: +61 89200 6141","","support@ix.asn.au","","",""
"412","Australia: 1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"412","Australia: 1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"73951","+4968194610","","info@saarcix.de","","",""
"71887","+1 602 688-6414","","ixp@portal.ninja-ix.net","","",""
"71887","peering@ninja-ix.net","","ixp@portal.ninja-ix.net","","",""
"71887","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"71887","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"71887","+1 602 688 6414","","peering@ninja-ix.net","","",""
"71887","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"71887","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"71887","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"82076","+966920007537","","support@saix.sa","","",""
"82076","+966920007537","","info@saix.sa","","",""
"85866","+18093413000","","noc@stix.do","","",""
"85866","noc@stix.do","","noc@stix.do","","",""
"85866","+18093413000","","peering@stix.do","","",""
"82666","None","","noc@sbg-ix.net","","",""
"81133","","","contact@sbh-ix.fr","","",""
"81133","+590 590 29 80 40","","contact@sbh-ix.fr","","",""
"81133","contact@sbh-ix.fr","","contact@sbh-ix.fr","","",""
"81128","","","peering@sbix.ch","","",""
"81128","","","sales@securebit.ch","","",""
"14843","","","peering@securebit.cloud","","",""
"82253","","","support@septemberix.com","","",""
"277","","","tech-c@sfmix.org","","",""
"277","+1 415 634-6712","","tech-c@sfmix.org","","",""
"74","+65 6991 2136","","support@sgix.sg","","",""
"83825","","","noc@siouix.net","","",""
"666","+1 206-367-4320","","info@seattleix.net","","",""
"666","+1 206-367-4320","","noc@seattleix.net","","",""
"84","+1 206-367-4320","","info@seattleix.net","","",""
"84","+1 206-367-4320","","noc@seattleix.net","","",""
"80165","+18694671426","","amicia.mussenden@gov.kn","","",""
"69107","+1 (915) 800-7107","","admin@skyix.net","","",""
"69107","+1 (915) 800-7107","","noc@skyix.net","","",""
"78397","","","noc@skywolftech.net","","",""
"82023","+590690668899","","peering@smart-ix.fr","","",""
"158","+7(495)737-4232","","","","",""
"158","+7(495)737-4232","","support@ix.ru","","",""
"78044","+46 768 68 49 73","","noc@sonix.network","","",""
"78044","noc@sonix.network","","noc@sonix.network","","",""
"86371","+46 768 68 49 73","","noc@sonix.network","","",""
"86371","noc@sonix.network","","noc@sonix.network","","",""
"74474","","","noc@kamel.network","","",""
"74474","","","peering@kamel.network","","",""
"74474","+46 768 68 49 73","","noc@sonix.network","","",""
"74474","noc@sonix.network","","noc@sonix.network","","",""
"126","+7(495)737-4232","","","","",""
"126","+7(495)737-4232","","support@ix.ru","","",""
"70595","+31(0)887378300","","noc@speed-ix.net","","",""
"70595","+31(0)887378374","","noc@speed-ix.net","","",""
"70595","+31(0)88737899","","peering@speed-ix.net","","",""
"70595","+31(0)887378399","","peering@speed-ix.net","","",""
"70595","+31(0)88 737 83 99","","noc@speed-ix.net","","",""
"70595","+31(0)88 737 83 99","","peering@speed-ix.net","","",""
"11892","+996 312 664400","","support@mail.kg","","",""
"11892","+996 312 664400","","support@sr-ix.asia","","",""
"700","+46 709 968815","","portal@sthix.net","","",""
"699","+46 709 968815","","portal@sthix.net","","",""
"123","+46 709 968815","","portal@sthix.net","","",""
"16915","+46 709 968815","","portal@sthix.net","","",""
"27209","+46 709 968815","","portal@sthix.net","","",""
"69611","","Brandon Mulligan","brandon@stlix.net","","",""
"69611","","","noc@stlix.net","","",""
"84579","+886 920 498 225","","mailer@ixpm.stuix.io","","",""
"84579","noc@stuix.io","","mailer@ixpm.stuix.io","","",""
"201","","","ixpdb@stuttgart-ix.de","","",""
"405","+7(495)737-4232","","","","",""
"405","+7(495)737-4232","","support@ix.ru","","",""
"83293","+62811662925","","noc@sumix.net","","",""
"80164","+5978852222","","j.udit@tas.sr","","",""
"76180","+917065000924","","support@ix.surajnetwork.com","","",""
"42","","","noc@swissix.ch","","",""
"42","","","accounting@swissix.ch","","",""
"42","","","info@swissix.ch","","",""
"42","+41 44 330 70 90","","noc@swissix.ch","","",""
"42","+41 44 330 70 90","","info@swissix.ch","","",""
"16801","+46770-33 90 00 ","","support@interlan.se","","",""
"16801","support@interlan.se","","support@interlan.se","","",""
"72992","+590590432100","","noc@idncom.fr","","",""
"436","+555 1 555 1234","","peering@suprnet.net","","",""
"436","peering@suprnet.net","","peering@suprnet.net","","",""
"81702","","","noc@thescax.net","","",""
"81702","+1 541-469-1000","","noc@thescax.net","","",""
"81702","noc@thescax.net","","noc@thescax.net","","",""
"69817","+302312204204","","noc@thess-ix.net","","",""
"69817","+302312204204","","peering@thess-ix.net","","",""
"69817","+30 2312 204204","","noc@thess-ix.net","","",""
"69817","noc@thess-ix.net","","noc@thess-ix.net","","",""
"86","+48 22 51 56 800","","servicedesk@atman.pl","","",""
"22","","","networking@top-ix.org","","",""
"77","","","support@torix.ca","","",""
"77","","","billing@torix.ca","","",""
"81","+4819333","","cs.pl@orange.com","","",""
"68919","+908502502552","","trix@chronos.com.tr","","",""
"68919","trix@chronos.com.tr","","trix@chronos.com.tr","","",""
"50","+358 44 975 6548","","staff-2017@trex.fi","","",""
"50","+358 29 123 8803","","billing@trex.fi","","",""
"50","+358 45 670 2048","","noc@trex.fi","","",""
"50","+358 44 975 6548","","staff-2018@trex.fi","","",""
"50","+358 44 975 6548","","staff-2020@trex.fi","","",""
"50","+358 44 975 6548","","staff-2022@trex.fi","","",""
"50","+358 50 346 0451","","billing@trex.fi","","",""
"50","+358 44 975 6548","","staff-2023@trex.fi","","",""
"11780","+975 77889977","","admin@btix.bt","","",""
"72107","+1 602 688-6414","","ixp@ops.ninja-ix.net","","",""
"72107","peering@ninja-ix.net","","ixp@ops.ninja-ix.net","","",""
"72107","+1 602 688 6414","","peering@ninja-ix.net","","",""
"72107","peering@ninja-ix.net","","peering@ninja-ix.net","","",""
"72107","+1 602 688 6414","","ixp@ninja-ix.net","","",""
"72107","peering@ninja-ix.net","","ixp@ninja-ix.net","","",""
"14019","","Ozkan Karakas","ozkan@bgds.bg","Buzludzha no 8 Kapitan Andreevo","Haskovo","BG"
"17461","+55 42 3220 3434","","ix@uepg.br","","",""
"90","","","noc@uln-ix.ru","","",""
"414","Australia:1300 653 132, international: +61 89200 6141","","support@ix.asn.au","","",""
"414","Australia:1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"414","Australia:1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"414","Australia: 1300 653 132, International: +61 89200 6141","","support@ix.asn.au","","",""
"414","Australia: 1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"414","Australia: 1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"70549","","","info@vixp.org","","",""
"231","+7(495)737-4232","","","","",""
"231","+7(495)737-4232","","support@ix.ru","","",""
"45","","","staff@vsix.it","","",""
"45","+39 049 827 8998","","staff@vsix.it","","",""
"45","staff@vsix.it","","staff@vsix.it","","",""
"45","+39 331 620 9590","","staff@vsix.it","","",""
"83","Australia:1300 653 132, international: +61 89200 6141","","support@ix.asn.au","","",""
"83","Australia:1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"83","Australia:1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"83","Australia: 1300 653 132, International: +61 89200 6141","","support@ix.asn.au","","",""
"83","Australia: 1300 653 132, International: +61 89200 6141","","accounts@ix.asn.au","","",""
"83","Australia: 1300 793 320, International: +61 89200 4980","","noc@ix.asn.au","","",""
"91692","+64 9888 9221","","support@ix.nz","","",""
"91692","+64 9888 9221","","accounts@ix.nz","","",""
"91692","+64 9888 9221","","noc@ix.nz","","",""
"83827","+919264433761","","noc@wsnl-ix.in","","",""
"83827","+917385851021","","nikhil@wsnl-ix.in","","",""
"84153","+1 438 969 2205","","noc@plactrix.net","","",""
"84153","noc@plactrix.net","","noc@plactrix.net","","",""
